image_path,calligrapher,script,character,calligrapher_id,script_id,character_id,glyph_id
data/imgs/final_imgs_fame_v8/76.png,于右任,楷,㑺,39,0,7,7
data/imgs/final_imgs_fame_v8/77.png,王献之,行,㑺,591,3,7,21085
data/imgs/final_imgs_fame_v8/190.png,智永,楷,㗛,377,0,18,18
data/imgs/final_imgs_fame_v8/204.png,郑板桥,行,㗛,842,3,18,21096
data/imgs/final_imgs_fame_v8/205.png,吴昌硕,行,㗛,180,3,18,21096
data/imgs/final_imgs_fame_v8/363.png,苏轼,楷,㝡,703,0,27,27
data/imgs/final_imgs_fame_v8/365.png,智永,楷,㝡,377,0,27,27
data/imgs/final_imgs_fame_v8/377.png,颜真卿,行,㝡,956,3,27,21105
data/imgs/final_imgs_fame_v8/409.png,赵之谦,楷,㝱,795,0,29,29
data/imgs/final_imgs_fame_v8/1565.png,褚遂良,楷,㱕,760,0,71,71
data/imgs/final_imgs_fame_v8/1566.png,米芾,楷,㱕,672,0,71,71
data/imgs/final_imgs_fame_v8/1570.png,邓石如,隶,㱕,828,4,71,28175
data/imgs/final_imgs_fame_v8/1731.png,王羲之,行,㿃,601,3,85,21163
data/imgs/final_imgs_fame_v8/2259.png,薛稷,楷,䟽,742,0,126,126
data/imgs/final_imgs_fame_v8/2260.png,赵佶,楷,䟽,797,0,126,126
data/imgs/final_imgs_fame_v8/2263.png,祝允明,楷,䟽,644,0,126,126
data/imgs/final_imgs_fame_v8/2264.png,智永,楷,䟽,377,0,126,126
data/imgs/final_imgs_fame_v8/2267.png,文徵明,行,䟽,365,3,126,21204
data/imgs/final_imgs_fame_v8/235132.png,文徵明,行,䟽,365,3,126,21204
data/imgs/final_imgs_fame_v8/2269.png,王羲之,行,䟽,601,3,126,21204
data/imgs/final_imgs_fame_v8/2272.png,王铎,行,䟽,612,3,126,21204
data/imgs/final_imgs_fame_v8/3073.png,颜真卿,行,一,956,3,157,21235
data/imgs/final_imgs_fame_v8/3124.png,邓石如,隶,一,828,4,157,28261
data/imgs/final_imgs_fame_v8/2772.png,吴昌硕,楷,一,180,0,157,157
data/imgs/final_imgs_fame_v8/3090.png,吴昌硕,行,一,180,3,157,21235
data/imgs/final_imgs_fame_v8/235324.png,李阳冰,楷,一,426,0,157,157
data/imgs/final_imgs_fame_v8/3084.png,王羲之,行,一,601,3,157,21235
data/imgs/final_imgs_fame_v8/3085.png,王羲之,行,一,601,3,157,21235
data/imgs/final_imgs_fame_v8/3086.png,王羲之,行,一,601,3,157,21235
data/imgs/final_imgs_fame_v8/3087.png,王羲之,行,一,601,3,157,21235
data/imgs/final_imgs_fame_v8/3088.png,王羲之,行,一,601,3,157,21235
data/imgs/final_imgs_fame_v8/235458.png,王羲之,行,一,601,3,157,21235
data/imgs/final_imgs_fame_v8/3074.png,米芾,行,一,672,3,157,21235
data/imgs/final_imgs_fame_v8/3075.png,米芾,行,一,672,3,157,21235
data/imgs/final_imgs_fame_v8/3076.png,米芾,行,一,672,3,157,21235
data/imgs/final_imgs_fame_v8/3107.png,米芾,隶,一,672,4,157,28261
data/imgs/final_imgs_fame_v8/235454.png,米芾,行,一,672,3,157,21235
data/imgs/final_imgs_fame_v8/235455.png,米芾,行,一,672,3,157,21235
data/imgs/final_imgs_fame_v8/3077.png,苏轼,行,一,703,3,157,21235
data/imgs/final_imgs_fame_v8/3078.png,赵构,行,一,806,3,157,21235
data/imgs/final_imgs_fame_v8/3079.png,赵构,行,一,806,3,157,21235
data/imgs/final_imgs_fame_v8/3080.png,文徵明,行,一,365,3,157,21235
data/imgs/final_imgs_fame_v8/3081.png,文徵明,行,一,365,3,157,21235
data/imgs/final_imgs_fame_v8/3082.png,文徵明,行,一,365,3,157,21235
data/imgs/final_imgs_fame_v8/3083.png,文徵明,行,一,365,3,157,21235
data/imgs/final_imgs_fame_v8/235456.png,文徵明,行,一,365,3,157,21235
data/imgs/final_imgs_fame_v8/235457.png,文徵明,行,一,365,3,157,21235
data/imgs/final_imgs_fame_v8/3089.png,于右任,行,一,39,3,157,21235
data/imgs/final_imgs_fame_v8/235459.png,于右任,行,一,39,3,157,21235
data/imgs/final_imgs_fame_v8/235460.png,于右任,行,一,39,3,157,21235
data/imgs/final_imgs_fame_v8/3123.png,赵之谦,隶,一,795,4,157,28261
data/imgs/final_imgs_fame_v8/3126.png,金农,隶,一,855,4,157,28261
data/imgs/final_imgs_fame_v8/3229.png,孙过庭,行,丁,235,3,158,21236
data/imgs/final_imgs_fame_v8/3230.png,孙过庭,行,丁,235,3,158,21236
data/imgs/final_imgs_fame_v8/3231.png,王铎,行,丁,612,3,158,21236
data/imgs/final_imgs_fame_v8/3232.png,郑板桥,行,丁,842,3,158,21236
data/imgs/final_imgs_fame_v8/3233.png,智永,行,丁,377,3,158,21236
data/imgs/final_imgs_fame_v8/235519.png,智永,行,丁,377,3,158,21236
data/imgs/final_imgs_fame_v8/3458.png,赵之谦,隶,七,795,4,160,28264
data/imgs/final_imgs_fame_v8/3459.png,金农,隶,七,855,4,160,28264
data/imgs/final_imgs_fame_v8/3336.png,张旭,楷,七,308,0,160,160
data/imgs/final_imgs_fame_v8/3337.png,柳公权,楷,七,461,0,160,160
data/imgs/final_imgs_fame_v8/3338.png,欧阳询,楷,七,479,0,160,160
data/imgs/final_imgs_fame_v8/3339.png,欧阳通,楷,七,480,0,160,160
data/imgs/final_imgs_fame_v8/3425.png,王羲之,行,七,601,3,160,21238
data/imgs/final_imgs_fame_v8/3426.png,王羲之,行,七,601,3,160,21238
data/imgs/final_imgs_fame_v8/3427.png,王羲之,行,七,601,3,160,21238
data/imgs/final_imgs_fame_v8/3428.png,王羲之,行,七,601,3,160,21238
data/imgs/final_imgs_fame_v8/3429.png,王羲之,行,七,601,3,160,21238
data/imgs/final_imgs_fame_v8/235598.png,王羲之,行,七,601,3,160,21238
data/imgs/final_imgs_fame_v8/3419.png,孙过庭,行,七,235,3,160,21238
data/imgs/final_imgs_fame_v8/235596.png,孙过庭,行,七,235,3,160,21238
data/imgs/final_imgs_fame_v8/3423.png,黄庭坚,行,七,992,3,160,21238
data/imgs/final_imgs_fame_v8/3424.png,黄庭坚,行,七,992,3,160,21238
data/imgs/final_imgs_fame_v8/235558.png,黄庭坚,楷,七,992,0,160,160
data/imgs/final_imgs_fame_v8/3431.png,于右任,行,七,39,3,160,21238
data/imgs/final_imgs_fame_v8/3432.png,吴昌硕,行,七,180,3,160,21238
data/imgs/final_imgs_fame_v8/3495.png,王羲之,行,万,601,3,161,21239
data/imgs/final_imgs_fame_v8/3485.png,李邕,楷,万,424,0,161,161
data/imgs/final_imgs_fame_v8/3486.png,柳公权,楷,万,461,0,161,161
data/imgs/final_imgs_fame_v8/3487.png,欧阳通,楷,万,480,0,161,161
data/imgs/final_imgs_fame_v8/3488.png,褚遂良,楷,万,760,0,161,161
data/imgs/final_imgs_fame_v8/3489.png,褚遂良,楷,万,760,0,161,161
data/imgs/final_imgs_fame_v8/235622.png,褚遂良,楷,万,760,0,161,161
data/imgs/final_imgs_fame_v8/3490.png,苏轼,楷,万,703,0,161,161
data/imgs/final_imgs_fame_v8/3494.png,苏轼,行,万,703,3,161,21239
data/imgs/final_imgs_fame_v8/235624.png,苏轼,行,万,703,3,161,21239
data/imgs/final_imgs_fame_v8/3567.png,黄庭坚,行,丈,992,3,162,21240
data/imgs/final_imgs_fame_v8/3526.png,李邕,楷,丈,424,0,162,162
data/imgs/final_imgs_fame_v8/3527.png,欧阳询,楷,丈,479,0,162,162
data/imgs/final_imgs_fame_v8/3528.png,虞世南,楷,丈,746,0,162,162
data/imgs/final_imgs_fame_v8/3529.png,米芾,楷,丈,672,0,162,162
data/imgs/final_imgs_fame_v8/3569.png,沈尹默,行,丈,517,3,162,21240
data/imgs/final_imgs_fame_v8/3592.png,柳公权,楷,三,461,0,163,163
data/imgs/final_imgs_fame_v8/3593.png,欧阳询,楷,三,479,0,163,163
data/imgs/final_imgs_fame_v8/3594.png,欧阳询,楷,三,479,0,163,163
data/imgs/final_imgs_fame_v8/3595.png,欧阳通,楷,三,480,0,163,163
data/imgs/final_imgs_fame_v8/3596.png,褚遂良,楷,三,760,0,163,163
data/imgs/final_imgs_fame_v8/3758.png,褚遂良,行,三,760,3,163,21241
data/imgs/final_imgs_fame_v8/3597.png,颜真卿,楷,三,956,0,163,163
data/imgs/final_imgs_fame_v8/235674.png,颜真卿,楷,三,956,0,163,163
data/imgs/final_imgs_fame_v8/3598.png,赵之谦,楷,三,795,0,163,163
